Solution_ID,Text,Embedding
798,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
799,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
800,"Récupération de chaleur, pour la rénovation du réseau existant","[ 1.7634847   0.07170721  1.6505291  ...  1.059679   -0.68194765
  0.30368695]"
801,"Tri, Traiter tous les appareils utilisant du CFC (chlorofluorocarbones) Longue démarche de traitement, Récupération de matières premières Elimination propre des produits dangereux pour l'environnement (CFC...) Economie d'énergie sur les vieux appareils à forte consommation","[ 1.6501696   0.06130126  0.9956508  ...  0.49080032 -0.26796272
 -0.53336513]"
802,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
803,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
804,"Valorisation, ","[ 0.34151953  0.5411421  -0.8300574  ... -1.0522484   0.18619278
  0.82556164]"
805,"Gestion et pilotage, Agrandissement des sites Adaptation des infrastructures, Diminution des besoins en carburant Centralisation des actions","[ 2.0052536   0.05369902  1.2937211  ...  0.6651585   0.2855659
 -0.27671197]"
806,"Matériel roulant, Réduction de la consommation en carburant","[ 2.6883047   0.73160625  1.0410953  ... -0.17298287 -0.6566478
  1.5082427 ]"
807,"Gestion et pilotage, Réduction des déplacements professionnels (réunions...)","[ 1.9867954  -0.07946482  0.17020178 ... -0.8240364   2.0777068
 -1.65841   ]"
808,"Vitrage, ","[ 3.277554    1.55204     0.77107805 ...  1.4070101  -1.6283909
  0.05590245]"
810,"Production, pour l'achat et l'installation. Les coûts détaillés plus loin comprennent la mise en service., Nécessite un local de 6 à 10 m² minimum avec température constante (entre 15 et 30°C) VMC préférable dans le logement, d'économie sur la facture d'eau chaude comparée à un ballon électrique, Plus efficace que les ballons chauffe-eau électriques","[ 1.3076644  -0.80301934  0.70506674 ...  0.02487094 -1.1880032
  0.04006977]"
812,"Chauffage, HT pour une installation hors raccordement, Temps de retour sur investissement très long : 16 ans pour le chauffage seul, 9 ans pour le mode chaud et froid en même temps) Contraintes liées à l'utilisation de l'ammoniac (pression élevé, toxicité, incompatibilité avec certains matériaux) ou du couple H2O/LiBr (incompatibilité avec certains matériaux, température de solidification proche de 0°C), d'économie gaz si le mode froid est valorisé, Durée de vie de 25 à 30 ans Pas de compression et peu de pièce en mouvement Maintenance simplifiée Chauffage et froid en même temps","[ 1.6074432   0.3895019   0.1347813  ...  0.48028833 -0.6415775
 -0.6354213 ]"
813,"Chaudière, Le fonctionnement d'une chaudière basse température est optimal avec des radiateurs ou des planchers basse température, sur la consommation annuelle d'énergie associée aux postes de chauffage et d'eau chaude sanitaire., Travail à basse température : pertes thermiques diminuées au sein du réseau Suppression du balayage en air de la chaudière Limitation du dégagement de polluants, notamment des Nox. Diminution des pertes à l’arrêt Respect des exigences réglementaires européennes et nationales au 07/2009, en termes de rendement. Sécurité accrue (parois de chauffage à température modérée) Pas de remplacement systématique des conduits d'extraction existants","[ 1.3652924  -0.60284364  0.798585   ...  0.37015054 -0.6998518
  0.03931922]"
814,"Production, pour l'achat du matériel, d'économies d'énergie par rapport à un chauffe-eau standard, Pas de remplacement d'anode à prévoir Plus grand volume d'eau chaude disponible","[ 2.2890277  -0.8122799   0.21257398 ...  0.27684104 -1.1969609
  0.631478  ]"
817,"Meuble frigorifique, ","[ 1.7412006  -1.0337871  -0.37644657 ...  0.78040546 -1.8065605
  0.02443311]"
818,"Isolation, ","[-0.05569488 -1.8329716   0.9055868  ...  1.5525697  -1.2260973
  2.9869266 ]"
820,"Chauffage, HT pour l'achat d'une pompe d'une puissance nominale de 25,7kW. Ces unités peuvent être cumulées, Temps de retour sur investissement très long : 16 ans pour le chauffage seul, 9 ans pour le mode chaud et froid en même temps) Contraintes liées à l'utilisation de l'ammoniac (pression élevé, toxicité, incompatibilité avec certains matériaux) ou du couple H2O/LiBr (incompatibilité avec certains matériaux, température de solidification proche de 0°C, d'économie gaz si le mode froid est valorisé, Durée de vie de 25 à 30 ans Pas de compression et peu de pièce en mouvement Maintenance simplifiée Chauffage et froid en même temps","[ 1.8547747   0.47765562  0.06395236 ...  0.20959897 -0.73449135
 -0.5072329 ]"
821,"Chauffage, Prix d'achat 2 fois plus cher qu'une PAC électrique de même puissance Installation sous contrainte à cause du poids entre 600 et 900 kg Maintenance du moteur gaz nécessaire, Réversibilité chaud/froid Utilisable même pour des températures extérieures très basses Peu émetteur en CO2 par rapport à la PAC électrique Temps de réponse faible par rapport à la PAC électrique Possibilité d'installation mixte, en vecteur eau et détente directe","[ 1.398008    0.2706779  -0.00140186 ...  0.6631574  -0.9865709
 -0.06774012]"
823,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
824,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
826,"Evaporateur, ","[ 2.048493   -1.2877996   1.984581   ... -1.7156239  -0.39564404
 -0.4044096 ]"
827,"Maintenance, Tenir compte de la charge du véhicule et de l'état des pneus, Entretien régulier des pneus Prologation de leur durée de vie","[ 2.2845213   0.77696574 -0.16141307 ...  0.27923474 -1.16903
  0.5734519 ]"
828,"Maintenance, Garder une épaisseur de gomme minimale de sécurité Résistance au roulement réduite de 25% par rapport à un pneu neuf, Prolongation de la durée de vie d'un pneu Augmentation du potentiel d'adhérence (donc de la sécurité) par rapport à un pneu usé","[ 2.033482    0.38695732  0.71034694 ...  0.6087718  -0.83160335
  0.16453767]"
829,"Matériel roulant, Renouvellement complet d'un parc de véhicules, Réduction de la consommation de carburant Sensibilisation des employés aux véhicules basse consommation","[ 1.9401537   0.50972915  1.6915945  ...  0.00625604 -0.59489626
  0.3287173 ]"
831,"Récupération de chaleur, Prix d'achat HT, installation comprise.","[ 3.5075448   0.6764495   2.1365373  ...  1.397973   -0.80311877
 -0.25428343]"
832,"Chaudière, ","[ 2.0967493  -0.02225149 -0.1491679  ...  1.972904   -2.3162296
  0.1574356 ]"
833,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
834,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
835,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
836,"Isolation, d'investissement, Isolation thermique et étanchéisation des serres tout de même nécessaire pour avoir un bon rendement Gestion de la durée d'utilisation des écrans, d'économies d'énergie, Diminution des pertes de chaleur et de la consommation de chauffage Gestion de la durée d'ensoleillement Meilleur contrôle de la température et de l'hygrométrie à l'intérieure de la serre","[ 0.6294408   0.11417817  1.4796003  ...  0.0941123  -0.31239626
  0.0248592 ]"
839,"Luminaire, ","[ 0.8930924  -1.5486379  -0.35526752 ... -0.15016858 -1.4150249
  0.01208796]"
840,"Covoiturage, Formation adaptée à chaque niveau de poste, Sensibilisation aux économies d'énergie à toutes les échelles d'une entreprise de bâtiment Changement de méthodes de travail et de solutions énergétiques proposées aux clients","[ 0.8934231   0.6902506   0.69430727 ...  0.27822205 -0.09190743
 -0.74505424]"
844,"Ventilation, Seulement en rénovation","[-0.5744113   1.5738196   0.81987953 ... -0.19382642 -1.7498356
 -0.18061408]"
845,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
846,"Luminaire, Plus chères que les lampes classiques, économisés par rapport à des ampoules classiques (la comparaison est faite pour des luminosités équivalentes), Economie d'électricité",[ 0.9904814 -1.0004972 -0.2808699 ...  0.1375181 -1.042738   0.4333005]
847,"Luminaire, Installation parfois difficile d'accès Les lampes supportent mal l'extinction puis le rallumage rapide. Des précautions doivent être prise en compte si les lampes sont couplées à des interupteurs crépusculaires. Des temporisations sur l'allumage peuvent être à installer en supplément selon les cas Rendu des couleurs diminué pour la technologie de sodium basse pression., Diminution de la puissance installée Diminution des coûts de maintenance par l'augmentation de la durée de vie des nouvelles lampes.","[ 0.27795288 -0.29339322  0.37950236 ...  0.2486901  -1.1816366
 -0.00668788]"
849,"Gestion et pilotage, Zonage de l'éclairage à réfléchir en amont Luminaires parfois difficiles d'accès, Adaptation de l'éclairage artificiel au besoin réel","[ 1.1364427  -0.35707906  0.11518866 ...  0.72097105 -1.5288376
 -0.19406731]"
850,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
851,"Luminaire, ","[ 0.8930924  -1.5486379  -0.35526752 ... -0.15016858 -1.4150249
  0.01208796]"
852,"Gestion et pilotage, Lampes performantes environ 2 fois plus chères que des lampes classiques, Economie d'électricité, Plus de luminosité Moins d'énergie consommée","[ 0.86164105 -0.7321742   0.16277549 ...  0.85082024 -0.43560535
  0.30362898]"
853,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
854,"Gestion et pilotage, Réglage de l'intensité lumineuse en fonction du besoin","[-0.31592715 -0.3311365   0.38189256 ... -0.3116347  -1.4234583
 -0.09295505]"
855,"Régulation, Sensibilité à l'extinction et au rallumage si le ballast n'est pas à cathode chaude., d'économie d'énergie sur la consommation du luminaire, Augmentation de la durée de vie des lampes d'environ 50 %. De ce fait, les coûts de maintenance sont largement diminués. Meilleur confort visuel par la supression des effets de scintillement à l'allumage et des clignotements Diminution des pertes de chaleur","[ 0.455508   -0.76945424  0.8612229  ...  0.09745791 -1.0046304
 -0.12895313]"
856,"Gestion et pilotage, Economie d'énergie (lampes inutiles éteintes), Meilleure gestion de l'éclairage Utilisation de la lumière naturelle Adaptation de l'éclairage au besoin réel","[ 1.4476147  -0.2338401   0.80332375 ...  0.1756476  -0.9830852
  0.64137405]"
857,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
858,"Capteur, Le coût minimun est pour les installations collectives de forte puissance, installé dans des cas particulièrement favorables. Le coût maximum est pour les installations de petite puissance (pour un particulier par exemple). A ces coûts doivent être ajouté le coût des batteries., Ne pas placer les onduleurs à proximité des locaux ayant une occupation importante, ils sont tendance à faire du bruit. Pour un immeuble, privilégier un raccordement dans une colonne électrique existante, c'est le mode le moins cher. Pour une construction neuve, privilégier l'installation des deux compteurs (achat et vente) dans un coffret à l'extérieur de l'habitation., Gain produit par an pour une installation de 10 kWc (100 m2), Le gain économique est supérieure dans le cas d'une installation de modules intégrés au bâti (presque le double revenu annuel que pour les modules installés en surimposition). Les fabricants garantissent 80% de la puissance après 25 ans de fonctionnement. Durée de vie d'un module photovoltaïque est de trente ans. Lors de son fonctionnement le module n'émet aucune nuisance (sonore, visuelle,etc).","[ 0.82548285 -0.0982272   0.62608665 ...  0.52219856 -0.44536278
 -0.51950634]"
859,"Luminaire, Les lampes mettent du temps à s'allumer pleinement Les lampes sont sensibles aux cycles rapides d'exctinction/allumage. Sensibilité aux variations de tension, Durée de vie deux fois plus longues que des lampes à vapeur de mercure. Haute efficacité lumineuse, jusqu'à 150 lm/W. Impact environnemental diminué par la suppression de mercure. Diminution de la puissance installée Diminution des coûts de maintenance par l'augmentation de la durée de vie","[ 0.24163248 -0.3300148   0.33444726 ... -0.18659014 -0.80307513
  0.00845597]"
861,"Luminaire, Ivestissement important, Tension d'allumage de la lampe réduite Durée de vie allongée Amélioration du rendement de la lampe","[ 0.07991251 -0.10267448 -0.29754764 ...  0.08122834  0.02103928
  0.20965286]"
863,"Luminaire, Coût d'achat 2 à 4 fois plus élevé que des lampes classiques, Economie d'électricité, Durée de vie plus longue Faible consommation d'énergie Plus petit qu'une ampoule classique Peu d'énergie dissipée en chaleur","[ 0.69159013 -0.4190714  -0.19826147 ...  1.308542   -0.5096143
  0.1763767 ]"
864,"Vanne, ","[-1.0111489   0.1382149  -0.5693956  ... -0.7512083   0.93248326
  2.0355804 ]"
865,"Traitement de l'eau, Diminue les risques de corrosion","[ 2.2502446  -1.2017334   0.36959934 ... -1.0955869  -1.3398122
 -0.78508085]"
866,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
867,"Gestion et pilotage, Un réseau étendu de distribution de froid est préjudiciable, Réduction de la maintenance car une seule unité est à gérer Réduction du nombre d'équipements d'installations frigorifiques","[ 2.2213101  -0.17167094  0.02550401 ... -0.10243125 -1.1221056
 -0.23079634]"
868,"Réseau, pour l'achat du compteur, Pas très précis Nécessite une isolation, notamment contre le gel, d'économies sur la facture d'eau, Meilleur contrôle de la consommation d'eau, donc de la facture","[ 1.3523135  -1.1771634  -0.00847697 ...  0.8999043  -0.88675636
  0.58343047]"
869,"Réseau, Installation de nouveaux circuits, Moins de rejets d'eaux polluées dans l'environnement","[ 2.1647086  -0.76653427  1.7678401  ...  1.3034999  -0.23605607
 -0.7855606 ]"
870,"Gaz industriel, ","[ 0.9831162   0.25399077  1.0679398  ...  1.7054794  -1.5042826
  0.2816146 ]"
871,"Centrale froid, Prix élevé Plage de puissance réduite (<150 kW) mais possibilité de mettre plusieurs compresseurs en parallèle, Fiable Bon rendement Evite les accoups de liquide","[ 1.431849   -0.9564581   0.04900185 ...  0.8693581  -0.578638
 -1.3457508 ]"
872,"Ajustement production/besoin, ","[ 1.259853   -0.42192352  1.1392239  ...  0.46084225  0.3140857
  1.0426279 ]"
873,"Séchage, ","[ 2.184352    0.45268488 -0.15730369 ... -0.01077455 -1.5982128
 -0.34351578]"
874,"Production, ","[ 2.3100646   0.5967367  -0.66384286 ...  2.7215316  -0.6958797
 -0.6335884 ]"
875,"Brûleur, ","[ 1.4362841   1.2126701  -0.4726467  ... -1.0041625  -0.85467863
  0.7248065 ]"
876,"Ajustement production/besoin, Nécessite un système de contrôle d'extinction automatique des pompes si la méthode manuelle est trop contraignante., Réduction importante de la consommation totale des pompes Augmentation de la durée de vie des pompes","[ 2.2042334  -0.40543953 -0.04962146 ... -0.1205903   0.60648113
 -0.7424686 ]"
877,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
878,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
879,"Gestion et pilotage, Connaissance approfondie du comportement de l'unité nécessaire, Diminution des pertes de chaleur dans l'atelier lorsque les températures du four sont diminuées.","[ 2.0149224  -0.29657468  0.11954487 ... -0.5487758  -0.44399983
  0.5857515 ]"
881,"Brûleur, ","[ 1.4362841   1.2126701  -0.4726467  ... -1.0041625  -0.85467863
  0.7248065 ]"
882,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
883,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
884,"Récupération de chaleur, La récupération de chaleur sera dépendante de l'utilisation des fours., Réduction des consommations d'énergie fossile.","[ 3.5782988   0.5364271   0.9439744  ...  1.0499057  -0.7971401
  0.55981815]"
885,"Gaz industriel, ","[ 0.9831162   0.25399077  1.0679398  ...  1.7054794  -1.5042826
  0.2816146 ]"
886,"Gaz industriel, ","[ 0.9831162   0.25399077  1.0679398  ...  1.7054794  -1.5042826
  0.2816146 ]"
887,"Réseau, Gestion précise de la consommation Détection de fuites","[ 2.974751   -0.788845    0.67255455 ...  0.5019656  -1.3519876
 -0.5795938 ]"
888,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
889,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
890,"Ajustement production/besoin, ","[ 1.259853   -0.42192352  1.1392239  ...  0.46084225  0.3140857
  1.0426279 ]"
891,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
892,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
893,"Sensibilisation, ","[-0.96306026 -2.1938148   0.7532001  ...  0.41132292 -1.2080991
  0.408115  ]"
894,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
896,"Gestion et pilotage, Frais de l'analyse thermographique d'un bâtiment par un professionnel, Identification des sources de déperditions de chaleur et d'infiltrations d'air Recherche des moyens de réparations à mettre en oeuvre","[ 1.0926402   0.6067641   1.0904149  ... -0.21244498 -0.72274655
 -0.3127561 ]"
897,"Isolation, ","[-0.05569488 -1.8329716   0.9055868  ...  1.5525697  -1.2260973
  2.9869266 ]"
898,"Gazéification, La dépendance aux énergie fossiles est moindre par la mise en place de cette solution. Le bois utilisé peut être du bois provenant de déchets.","[ 1.3382936  -0.19759321  0.06603136 ...  1.0724676  -1.7064161
 -1.032054  ]"
899,"Biocarburant, ","[ 1.5520684  -1.8040662   0.14580089 ...  1.0665846  -0.68410206
 -0.8306486 ]"
900,"Matériel roulant, Réduction de la dépendance aux carburants d'origine fossile Réduction des émissions de GES","[ 1.5993602   1.1750499   1.0541877  ...  0.7562115  -0.9741901
 -0.04199259]"
901,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
902,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
903,"Gestion et pilotage, Solution sensible aux modifications de production, Temps de retour sur investissement très rapide (investissement faible) moins d’un an en général selon la hauteur de l’investissement., Augmentation de la durée de vie des fours (diminution des contraintes en puissance)",[1.7545531  0.95311034 0.81518966 ... 0.00586326 0.32524458 0.21927701]
904,"Production, pour l'achat du dispositif, Réduction de la consommation d'eau chaude Matériel neuf donc plus performant","[ 1.9466801  -0.55354196  0.05167906 ... -0.50239223 -1.3566369
  1.3136257 ]"
905,"Réseau, pour l'achat du matériel, Plusieurs litres d'eau économisés par douche (en considérant 18L d'eau par douche), Limite la consommation d'eau de la douche Pas de perte de confort (diminution de pression)","[ 1.0746733  -2.3209448   0.5406879  ... -0.09267692 -0.7477215
  1.8450214 ]"
906,"Climatisation, ","[-1.0599052  -2.2828474   1.6625757  ...  0.4995259  -3.3118007
 -0.11495281]"
907,"Gestion et pilotage, Economie de chauffage et de climatisation réalisable pour les chambres non-occupées., Environnement de la chambre plus agréable (moins de ventilation mécanique pour le chauffage et la climatisation).","[ 0.2335433  -0.64953625  0.09022807 ...  0.49920863 -1.5536379
 -0.8097505 ]"
909,"Production, Nécessite plusieurs ballons de stockage pour subvenir aux besoins en eau chaude de tous les logements lors de la demande, d'économie d'énergie par rapport à un système de chauffage d'eau chaude sanitaire classique, Installation collective donc vite rentabilisée","[ 2.6376421  -1.363595   -0.0226585  ...  1.0481638  -2.2078362
  0.36604816]"
910,"Régulation, Economie d'énergie par limitation du temps d'éclairage.","[-0.9695015  -0.6427043   0.59959185 ...  0.48738816 -1.559645
 -0.08198512]"
912,"Régulation, Economie d'énergie par limitation du temps d'éclairage.","[-0.9695015  -0.6427043   0.59959185 ...  0.48738816 -1.559645
 -0.08198512]"
913,"Production, Coût d'investissement pour l'éolien terrestre de grande puissance. Ce coût comprend les études, les matériaux, l'installation et le raccordement, les frais de mise en service et de démantèlement., La rotation des pales d'une éolienne peut créer des interférences nuisibles aux radars. Aussi, certaines zones sont interdites à l'implantation des éoliennes. La production d'électricité est variable car elle dépend de la vitesse du vent qui peut changer de manière conséquente d'une année sur l'autre. L'installation d'éolienne a un impact local sur l'environnement notamment sur les oiseaux., Gains financiers obtenus par les collectivités (communes et département) pour installation d'une éolienne de 1 MW. Le gain minimal correspond au gain pour le département. Le gain moyen est pour la commune ou la communauté de commune., La contribution économique territoriales qui remplace la taxe professionnelle depuis 2010 permet au collectivités locales d'avoir une source de revenus lorsque des parcs éoliens sont installés. De même, lorsque l'éolienne est placée sur une parcelle privée, les propriétaires recoivent 2.000 à 3.000 € par an et par éolienne.","[ 1.136478    0.4411085   0.01128533 ...  0.09223436 -0.04749516
 -0.48187968]"
914,"Capteur, Le coût minimun est pour les installations collectives de forte puissance, installé dans des cas particulièrement favorables. Le coût moyen est pour les installations collectives de forte puissance. Le coût maximal est pour les installations pour un particulier., Ne pas placer les onduleurs à proximité des locaux ayant une occupation importante, ils ont tendance à faire du bruit. Pour un immeuble, privilégier un raccordement dans une colonne électrique existante, c'est le mode le moins cher. Pour une construction neuve, privilégier l'installation des deux compteurs (achat et vente) dans un coffret à l'extérieur de l'habitation., Gain produit par an pour une installation de 10 kWc (100 m2), Le gain économique est supérieur dans le cas d'une installation de modules intégrés au bâti (presque le double de revenus annuels que pour les modules installés en surimposition). Les fabricants garantissent 80 % de la puissance après 25 ans de fonctionnement. La durée de vie d'un module photovoltaïque est de trente ans. Lors de son fonctionnement, le module n'émet aucune nuisance (sonore, visuelle, etc).","[ 0.8187354  -0.26672858  0.76844025 ...  0.6550506  -0.45117483
 -0.6644856 ]"
915,"Chauffage, pour la construction d'un puit canadien. Il faut ajouter à cela une étude thermique préalable qui tourne autour de 2500 EUR, Travaux et étude préalable nécessaires Ne convient pas à tout les bâtiments Nécessite une surface assez grande et dégagée pour l'enfouissement des conduits extérieurs Contraintes techniques et environnementales pour l'installation (loin des zones de pollutions), d'économie d'énergie, Réduction de la consommation de chauffage Renouvellement d'air constant Système écologique, pas de fluide frigorigène Faible entretien","[ 1.1796334  -0.43718666  0.20186375 ...  0.889854   -0.62166166
 -0.32098633]"
916,"Hydrogène / Pile à combustible, ","[ 1.7926003  -0.4544276   0.7911567  ...  0.47061378 -0.52208173
 -0.93131965]"
917,"Chauffage, Le remplacement nécéssite plusieurs jours voir plusieurs semaines d’immobilisation., de la consommation énergétique de la presse., Petite diminution du temps de cycle. Diminution du rejet de chaleur dans l‘atelier.","[ 3.065179   -0.5890993   0.7928628  ...  0.955947   -0.83964646
 -0.1547076 ]"
918,"Refroidissement, Une étude doit être menée pour identifier le niveau de froid minimal dont les presses ont besoin., 2 % d’économies d’énergie sur la consommation du compresseur froid par °C augmenté sur la température de consigne.","[ 0.82831216 -0.680179   -0.41960078 ...  0.38608766 -0.26666614
 -0.04912094]"
919,"Circuit de puissance, surcoûts en comparaison de presses hydrauliques classiques., d'économie d'énergie par rapport aux presses hydrauliques classiques.",[2.1064348  0.4931513  0.0364909  ... 0.9466731  0.0867535  0.03874461]
920,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
921,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
922,"Récupération de chaleur, Surconsommation du groupe frigorifique de la chambre froide","[ 1.893593   -0.38825658  1.3485637  ...  0.446984   -1.2238973
  0.93206215]"
923,"Récupération de chaleur, Applicable lors de la conception seulement. Difficilement applicable en rétrofit., Pertes de chaleur diminuées","[ 1.9485259  -0.4094823   1.2088591  ...  1.5177317  -1.2013996
  0.44093806]"
924,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
925,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
926,"Soufflette, ","[ 0.00182551 -0.24079886 -0.7151505  ...  1.0325041  -0.35434866
 -0.58024883]"
928,"Climatisation, Modification du réseau d'air, Maintenance réduite Apport d'air neuf","[-0.22969113 -0.21075416  0.83038497 ... -0.47029176 -1.9117075
  0.19643036]"
929,"Réseau, Certaines parties du réseau peuvent être difficilement accessible., Baisse de pression possible Ecart de pression diminué entre les équipements proche de la centrale et ceux plus éloignés.","[ 1.7599719  -0.38042125 -0.02050269 ... -0.21555531 -0.5208128
 -0.08485104]"
930,"Séchage, ","[ 2.184352    0.45268488 -0.15730369 ... -0.01077455 -1.5982128
 -0.34351578]"
931,"Four, ","[-0.09555542  2.381008   -0.66984206 ...  1.3653541  -0.5514467
 -0.3195503 ]"
932,"Sensibilisation, Campagne de communication à réfléchir en amont, Intégration du personnel dans le recherche d'économie sur le site","[ 0.79570264 -0.72235924  1.0711511  ...  0.07173559 -0.19202493
  0.35146534]"
933,"Production, Moins de ballons de stockage Plus d'énergie nécessaire lors de la demande pour chauffer l'eau, Gain de place (équipement moins encombrant)","[ 2.3022885  -1.5708246   0.42620525 ...  0.57491356 -0.9161619
 -0.55431765]"
935,"Brûleur, ","[ 1.4362841   1.2126701  -0.4726467  ... -1.0041625  -0.85467863
  0.7248065 ]"
936,"Four, ","[-0.09555542  2.381008   -0.66984206 ...  1.3653541  -0.5514467
 -0.3195503 ]"
937,"Récupération de chaleur, Si la chaleur est récupérée sur l'air, l'installation d'un ventilateur est parfois nécessaire pour préserver le compresseur., de l'énergie thermique est récupérable : (on récupère en fait 80 % avec une efficacité de 75%). Le gain ne concernent pas la consommation d'électricité., Diminution de la consommation pour le poste chauffage","[ 2.2134438  -0.8315188   1.8561108  ... -0.27888036 -0.6910246
  0.02796515]"
938,"Ajustement production/besoin, ","[ 1.259853   -0.42192352  1.1392239  ...  0.46084225  0.3140857
  1.0426279 ]"
940,"Gestion et pilotage, Campagne de test à effectuer, Diminution de la consommation énergétique des presses en mode veille.","[ 0.9980215  -1.0364879  -0.09536072 ...  0.08396486 -0.45450482
 -0.31226212]"
941,"Gestion et pilotage, Nécessite une campagne de mesure ; Nécessite une grande concertation avec la production., Meilleure homogénéité des matières transformées ; Diminution de la consommation du moteur hydraulique.","[ 2.082953   -0.53185576  0.91782534 ...  0.05706311  0.08969691
 -0.4618226 ]"
942,"Chauffage, Développement de nouveaux types de moules Contrat de licence avec la société qui détient le brevet, Diminution des rebuts Gains sur le refroidissement","[ 2.233307    0.39606193  1.0927185  ...  0.20049717 -0.49158067
 -0.98282856]"
943,"Stratégie et politique, Mise en place de réunions entre les différents acteurs des sites. Cela demande une implication régulière des personnes concernées., Connaissance des bonnes pratiques Exemples concrets d’actions mises en place","[ 1.4513619  -0.9413281   0.49885044 ... -0.7782991   0.4943222
 -0.922631  ]"
944,"Contrat, Contrats à renégocier, Maintenance suivie et efficace ; Gains assurés et contractualisés.","[ 0.97885895 -0.4111057   0.05639933 ... -0.15704426  0.17415416
 -0.23452248]"
945,"Ajustement production/besoin, La variation de pression ne doit pas impacter le bon fonctionnement des équipements industriels utilisateurs, Réduction de la consommation des pompes à vide","[ 1.8183261  -0.05565999  0.8761369  ... -0.2928804  -0.25406054
  0.14306855]"
946,"Gestion et pilotage, Frais de diagnostic effectué par un professionnel","[ 1.4838598   0.71873146  1.2777634  ...  0.21388349 -0.40478405
 -1.2728106 ]"
947,"Refroidissement, Modification du système de refroidissement existant Les travaux doivent être réalisés durant un arrêt de production, La maintenance est diminuée car elle est regroupée sur la production frigorifique centralisée.","[ 1.7113186   0.19694501  0.42526034 ... -0.14007102 -0.57418215
  0.39916614]"
948,"Circuit de puissance, Remplacement de la vis Arrêt de production durant toute la période de remplacement, sur la consommation énergétique de la presse.","[ 2.6592171   0.82243556  0.5930714  ...  0.28583947  0.91280466
 -0.22780451]"
949,"Gestion et pilotage, Coût du diagnostic Dépend des travaux à effectuer pour rétablir un air intérieur sain, Identification d'appareils défaillants donc économie d'énergie après réparation Assainissement de l'air intérieur en adoptant les bonnes solutions","[ 0.30996522 -0.16228318  0.3613349  ...  0.61087734 -0.11317603
 -0.90264976]"
950,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
